# UNLIQ emo_abuse premise 데이터
# hypothesis: "이 고객은 욕설이나 비속어를 사용하고 있다"
# 총 1200개 (6업종 × 200개)
# 비율: [H] 40% / [M] 35% / [L] 25%

============================================================
업종 1: 이커머스 (1~200)
============================================================

[H] | 이커머스 | 1. 시발 노트북 배송 일주일째인데 뭐하는 거야
[M] | 공공/행정 | 128. ㅅㅂ 세금 관련 상담을 왜 세무사한테 가라고 해
[M] | 공공/행정 | 129. 미친 전기 계량기 교체 일정이 왜 통보도 없이
[M] | 공공/행정 | 130. 꺼져 같은 부서끼리 떠넘기기 좀 그만해
[M] | 공공/행정 | 131. ㅅㅂ 과태료 납부 확인이 왜 2주나 걸려
[M] | 공공/행정 | 132. 미친 건보 해외 체류자 자격이 왜 이렇게 복잡해
[M] | 공공/행정 | 133. 또라이같이 도로 파손 신고 3번째인데 아직도 안 고쳐
[M] | 공공/행정 | 134. ㅅㅂ 구청 서류 발급 수수료가 왜 이렇게 비싸
[M] | 공공/행정 | 135. 미친 가스 점검이 왜 주중 낮에만 되냐 직장인은 뭐하라고
[M] | 공공/행정 | 136. ㅅㅂ 민원 답변이 왜 한 달이나 걸려
[M] | 공공/행정 | 137. 돌았나 우체국 영업시간이 왜 이렇게 짧아
[M] | 공공/행정 | 138. 미쳤다 세금 신고 기한 연장이 왜 안 되냐
[M] | 공공/행정 | 139. ㅅㅂ 건보 진료비 환급이 왜 이렇게 오래 걸려
[M] | 공공/행정 | 140. 미친 주민센터 주말에 문 닫으면 직장인은 어떡해
[M] | 공공/행정 | 141. ㅅㅂ 연금 납부 증명서 발급이 왜 이렇게 복잡해
[M] | 공공/행정 | 142. 돌았나 전기요금 계산서 내역이 왜 이렇게 어려워
[M] | 공공/행정 | 143. 미친 구청 주차 단속이 왜 이렇게 심해
[M] | 공공/행정 | 144. ㅅㅂ 수도 공사 단수 안내가 왜 하루 전에 와
[M] | 공공/행정 | 145. 미친 세무서 상담이 왜 이렇게 짧아 5분이면 끝?
[M] | 공공/행정 | 146. 닥치고 접수 번호나 알려줘 진행 상황 확인하게
[M] | 공공/행정 | 147. ㅅㅂ 쓰레기 종량제 봉투 가격이 왜 동마다 달라
[M] | 공공/행정 | 148. 또라이같이 건보료 인하 신청이 왜 이렇게 어려워
[M] | 공공/행정 | 149. 미친 우체국 국제 택배 추적이 왜 안 돼
[M] | 공공/행정 | 150. ㅅㅂ 도로 소음 민원 넣었는데 조치가 전혀 없어
[L] | 공공/행정 | 151. 한심하다 공무원 업무 처리 속도가 이 수준이야
[L] | 공공/행정 | 152. 어이없네 민원 답변이 왜 복붙이야 읽기나 한 거야
[L] | 공공/행정 | 153. 무능하다 세무서 상담이 왜 이렇게 도움이 안 돼
[L] | 공공/행정 | 154. 멍청하게 왜 같은 서류를 다른 창구에서 또 내라고 해
[L] | 공공/행정 | 155. 무식하다 건보 홈페이지가 왜 이렇게 불편해
[L] | 공공/행정 | 156. 한심하네 구청 민원 처리가 한 달이 기본이야?
[L] | 공공/행정 | 157. 어이가 없다 연금 상담사가 제도를 나보다 모르네
[L] | 공공/행정 | 158. 무능한 시스템이다 민원24가 왜 이렇게 자주 오류야
[L] | 공공/행정 | 159. 멍청한 세금 고지서다 뭐가 뭔지 알아볼 수가 없어
[L] | 공공/행정 | 160. 한심하다 우체국 서비스가 왜 이렇게 느려졌어
[L] | 공공/행정 | 161. 어이없네 전기요금 납부 방법이 왜 이렇게 제한적이야
[L] | 공공/행정 | 162. 무능하기 짝이 없다 민원 담당자가 자기 업무도 몰라
[L] | 공공/행정 | 163. 멍청하게 왜 온라인으로 할 수 있는 걸 방문하라고 해
[L] | 공공/행정 | 164. 무식한 행정 절차다 서류 하나에 왜 3일이 걸려
[L] | 공공/행정 | 165. 한심하네 도로 보수가 왜 이렇게 느려
[L] | 공공/행정 | 166. 어이없다 수도 요금 조회가 왜 이렇게 불편해
[L] | 공공/행정 | 167. 무능한 구청이다 민원 전화 안 받으면 뭐하라고
[L] | 공공/행정 | 168. 멍청한 세금 신고 시스템이다 매년 바뀌면 어떡해
[L] | 공공/행정 | 169. 한심한 건보 시스템이다 자격 확인이 왜 이렇게 오래 걸려
[L] | 공공/행정 | 170. 어이없네 연금 납부 확인이 왜 실시간이 아니야
[L] | 공공/행정 | 171. 무능하다 못해 짜증나 과태료 이의 신청이 왜 이렇게 어려워
[L] | 공공/행정 | 172. 무식하게 왜 공공 서비스 앱을 이렇게 많이 만들어 통합 안 돼?
[L] | 공공/행정 | 173. 한심하다 세무서 대기 시간이 평균 1시간이야
[L] | 공공/행정 | 174. 어이없다 건보 진료비 명세서가 왜 이렇게 보기 어려워
[L] | 공공/행정 | 175. 멍청한 쓰레기 수거 시스템이다 수거일을 왜 자꾸 바꿔
[L] | 공공/행정 | 176. 무능하기 짝이 없네 구청 직원이 규정도 정확히 몰라
[L] | 공공/행정 | 177. 한심한 우체국이다 택배 분실 보상이 왜 이렇게 인색해
[L] | 공공/행정 | 178. 어이없게 전기요금 할인 대상인데 자동 적용이 안 돼
[L] | 공공/행정 | 179. 무능한 세무서다 상담받아도 해결이 안 돼
[L] | 공공/행정 | 180. 멍청하다 도로 표지판 위치가 왜 이렇게 헷갈리게 돼있어
[L] | 공공/행정 | 181. 한심하네 건보 고객센터 연결이 왜 이렇게 오래 걸려
[L] | 공공/행정 | 182. 어이없다 연금 제도가 왜 이렇게 자주 바뀌어
[L] | 공공/행정 | 183. 무능하다 민원 처리 결과 통보가 왜 이렇게 늦어
[L] | 공공/행정 | 184. 멍청하게 왜 공인인증서를 아직도 요구해
[L] | 공공/행정 | 185. 한심한 수도 고객센터다 전화 연결이 왜 안 돼
[L] | 공공/행정 | 186. 어이없네 구청 무인민원기가 왜 자꾸 오류야
[L] | 공공/행정 | 187. 무능한 가스 안전공사다 점검이 왜 이렇게 형식적이야
[L] | 공공/행정 | 188. 멍청한 행정 시스템이다 부서 간 정보 공유가 안 돼
[L] | 공공/행정 | 189. 한심하다 세금 환급 절차가 왜 이렇게 길어
[L] | 공공/행정 | 190. 어이없다 전기 계량기가 왜 실제 사용량이랑 다르냐
[L] | 공공/행정 | 191. 무식하다 우체국 택배 박스 크기 기준이 왜 이렇게 복잡해
[L] | 공공/행정 | 192. 무능하네 민원 시스템에 사진 첨부가 왜 안 돼
[L] | 공공/행정 | 193. 한심하다 건보료 산정이 왜 이렇게 불투명해
[L] | 공공/행정 | 194. 멍청한 연금 납부 확인 시스템이다 왜 실시간이 아니야
[L] | 공공/행정 | 195. 어이없네 구청 주차 요금이 왜 이렇게 비싸
[L] | 공공/행정 | 196. 무능하다 도로 보수 민원이 왜 매번 무응답이야
[L] | 공공/행정 | 197. 한심한 세무서 온라인 시스템이다 브라우저 호환이 안 돼
[L] | 공공/행정 | 198. 멍청하게 왜 민원 처리 기한이 법정 기한 꽉 채워서야
[L] | 공공/행정 | 199. 어이없다 수도 공사 보상이 왜 이렇게 인색해
[L] | 공공/행정 | 200. 무능한 행정이다 같은 민원을 3번이나 넣어야 처리되냐

============================================================
업종 6: 의료/건강 (1001~1200)
============================================================

[H] | 의료/건강 | 1. 시발 진료 예약했는데 3시간 기다리게 하면 어떡해
[H] | 의료/건강 | 2. 개새끼야 CT 한 번에 30만원이 뭐야 강도냐
[H] | 의료/건강 | 3. 병신같은 의사가 3분 보고 다음 환자래 뭐하냐
[H] | 의료/건강 | 4. 좆같이 입원비가 왜 이렇게 나와 보험 적용 안 되냐
[H] | 의료/건강 | 5. 시발 약국에서 약값이 왜 이렇게 비싸
[H] | 의료/건강 | 6. 개같이 건강검진 결과가 2주나 걸리면 어떡해
[H] | 의료/건강 | 7. 씹 성형 결과가 뭐야 시발 돈 날렸잖아
[H] | 의료/건강 | 8. 시발 간호사 태도가 왜 저래 환자한테 짜증을 내
[H] | 의료/건강 | 9. 병신아 진료비 영수증이 왜 이렇게 복잡해 뭐가 뭔지 모르겠어
[H] | 의료/건강 | 10. 좆같은 대기 시간 봐 예약 시스템이 왜 있는 거야
[H] | 의료/건강 | 11. 개새끼들 수납 직원이 왜 그렇게 불친절해 시발
[H] | 의료/건강 | 12. 시발 치과 치료비가 왜 이래 임플란트 한 개에 200만원?
[H] | 의료/건강 | 13. 씹새끼 의사가 설명도 안 하고 처방만 내려
[H] | 의료/건강 | 14. 시발 피부과 시술비가 왜 상담 때랑 다르냐
[H] | 의료/건강 | 15. 병신같이 응급실에서 4시간 기다리게 하면 어떡해
[H] | 의료/건강 | 16. 개같이 건강검진 추가 비용이 왜 이렇게 많아
[H] | 의료/건강 | 17. 좆같은 약국 약사가 왜 귀찮은 티를 내
[H] | 의료/건강 | 18. 시발 수술 후 설명이 이게 뭐야 알아들을 수가 없어
[H] | 의료/건강 | 19. 개새끼야 진료 시간이 2분이면 돈만 쳐먹는 거지
[H] | 의료/건강 | 20. 시발 MRI 예약이 2주 뒤라고? 아프면 기다리라는 거야
[H] | 의료/건강 | 21. 병신들아 주차장이 왜 이렇게 좁아 병원인데
[H] | 의료/건강 | 22. 씹 치과 스케일링 했는데 잇몸에서 피가 계속 나
[H] | 의료/건강 | 23. 좆같이 피부과 레이저 시술 후 오히려 더 나빠졌어
[H] | 의료/건강 | 24. 시발 건강검진 비용이 왜 병원마다 차이가 이렇게 나
[H] | 의료/건강 | 25. 개같이 약국에서 처방전 없으면 안 된다고 뭐하냐
[H] | 의료/건강 | 26. 시발 수납에서 미리 안 알려준 금액이 왜 나와
[H] | 의료/건강 | 27. 병신같은 의사가 인터넷 검색한 거 읽어주는 수준이야
[H] | 의료/건강 | 28. 개새끼야 종합검진 받았는데 중요한 거 놓쳤잖아
[H] | 의료/건강 | 29. 좆같은 성형외과 상담이 수술 세일즈야 뭐야
[H] | 의료/건강 | 30. 시발 입원실이 왜 이 상태야 시설이 개판이네
[H] | 의료/건강 | 31. 씹할 진료 예약 변경이 왜 이렇게 어려워
[H] | 의료/건강 | 32. 개같이 물리치료 예약이 2주 뒤밖에 없어 아픈데
[H] | 의료/건강 | 33. 시발 약 부작용이 심한데 의사가 괜찮다고만 해
[H] | 의료/건강 | 34. 병신아 치과 보철물이 한 달 만에 빠졌는데 재치료비?
[H] | 의료/건강 | 35. 좆같이 피부과 약 먹었더니 오히려 심해졌어
[H] | 의료/건강 | 36. 시발 검진 결과 설명을 5초 만에 끝내냐 뭐하냐
[H] | 의료/건강 | 37. 개새끼들 주사 맞는데 왜 이렇게 아파 실력이 없냐
[H] | 의료/건강 | 38. 시발 소아과 대기가 2시간이면 아이가 더 아프겠다
[H] | 의료/건강 | 39. 병신같이 진단서 한 장에 만원? 도둑이지
[H] | 의료/건강 | 40. 좆같은 병원 주차비가 왜 이렇게 비싸 시발
[H] | 의료/건강 | 41. 시발 건강기능식품 효과 없으면서 30만원 받아가네
[H] | 의료/건강 | 42. 개같이 안과 검사비가 왜 이래 눈 한 번 보는데
[H] | 의료/건강 | 43. 씹새끼 의사가 환자 말을 안 들어 자기 말만 하고
[H] | 의료/건강 | 44. 시발 입원비 정산이 왜 퇴원 당일에야 나와
[H] | 의료/건강 | 45. 개새끼야 치과 신경치료 3번이나 갔는데 아직도 아파
[H] | 의료/건강 | 46. 병신같이 약국에서 약 설명도 안 해주면 어떡해
[H] | 의료/건강 | 47. 좆같은 성형외과 부작용 책임 안 진다고? 뭐하냐
[H] | 의료/건강 | 48. 시발 피부과 시술 당일 취소하면 위약금이라고?
[H] | 의료/건강 | 49. 개같이 건강검진 금식했는데 예약 취소됐다고 시발
[H] | 의료/건강 | 50. 시발 응급실 비용이 30만원? 뭘 했다고 이래
[H] | 의료/건강 | 51. 병신들아 수술 날짜 잡아놨는데 왜 갑자기 바꿔
[H] | 의료/건강 | 52. 씹 치과 임플란트 보증기간이 왜 이렇게 짧아
[H] | 의료/건강 | 53. 좆같이 약값이 왜 약국마다 달라 같은 약인데
[H] | 의료/건강 | 54. 시발 정형외과 MRI 비용이 왜 50만원이야
[H] | 의료/건강 | 55. 개같이 피부과 상담비를 왜 따로 받아 진료비에 포함 아냐?
[H] | 의료/건강 | 56. 시발 병원 콜센터가 왜 맨날 통화중이야
[H] | 의료/건강 | 57. 병신같은 건강검진 프로그램이 왜 이렇게 비효율적이야
[H] | 의료/건강 | 58. 개새끼야 처방약을 왜 잘못 줬어 약 부작용 나잖아
[H] | 의료/건강 | 59. 좆같이 치과 상담 갔더니 이것저것 추가 치료하래
[H] | 의료/건강 | 60. 시발 재활의학과 물리치료 시간이 왜 10분이야
[H] | 의료/건강 | 61. 개새끼들 검진 항목 추가했다고 20만원 더 내라고?
[H] | 의료/건강 | 62. 시발 약국 약사가 제네릭 약 설명도 안 해주고 비싼 거만 줘
[H] | 의료/건강 | 63. 병신아 성형외과에서 부작용 인정 안 하면 어쩌라고
[H] | 의료/건강 | 64. 좆같은 피부과 패키지 계약했는데 효과가 없어 시발
[H] | 의료/건강 | 65. 시발 안과 수술 후 시력이 안 좋아졌는데 책임져라
[H] | 의료/건강 | 66. 개같이 병원 입원식이 뭐야 이걸 먹으라고?
[H] | 의료/건강 | 67. 씹할 치과 교정 비용이 왜 매달 올라가냐
[H] | 의료/건강 | 68. 시발 의사가 진료 중에 전화 받으면 어떡해
[H] | 의료/건강 | 69. 병신같이 채혈하는데 3번이나 찔리면 실력이 없는 거지
[H] | 의료/건강 | 70. 시발 건강검진센터 시설이 왜 이 모양이야
[H] | 의료/건강 | 71. 개새끼야 약 처방 잘못한 거 인정 안 하냐
[H] | 의료/건강 | 72. 좆같은 정형외과 수술비가 왜 견적이랑 다르냐
[H] | 의료/건강 | 73. 시발 피부과 시술 결과가 뭐야 돈만 날렸어
[H] | 의료/건강 | 74. 병신들아 병원 대기 의자가 왜 이렇게 불편해
[H] | 의료/건강 | 75. 시발 치과 크라운이 3개월 만에 깨졌는데 재치료비?
[H] | 의료/건강 | 76. 개같이 약국에서 재고 없다고 다른 약국 가래
[H] | 의료/건강 | 77. 씹새끼 의사 표정이 뭐야 환자가 귀찮냐
[H] | 의료/건강 | 78. 시발 건강검진 예약 취소가 왜 안 돼 시발
[H] | 의료/건강 | 79. 병신같은 성형 상담이 세일즈밖에 안 해
[H] | 의료/건강 | 80. 시발 소아과 약이 왜 이렇게 비싸 아이한테 뭘 먹이는 거야
[M] | 의료/건강 | 81. 미친 진료 대기가 3시간이야 예약 의미가 없네
[M] | 의료/건강 | 82. ㅅㅂ 치과 치료 계획이 왜 매번 바뀌냐
[M] | 의료/건강 | 83. 돌았나 건강검진 추가 항목이 왜 이렇게 비싸
[M] | 의료/건강 | 84. 미친 약국에서 약 재고가 없다고 3군데째 돌아다녀
[M] | 의료/건강 | 85. ㅅㅂ 피부과 상담 30분 기다렸는데 상담은 5분이야
[M] | 의료/건강 | 86. 또라이같이 입원실 4인실이 왜 이렇게 시끄러워
[M] | 의료/건강 | 87. 미친 정형외과 물리치료가 왜 이렇게 효과가 없어
[M] | 의료/건강 | 88. ㅅㅂ ㄹㅇ 진료비가 왜 매번 달라 같은 치료인데
[M] | 의료/건강 | 89. 돌았냐 치과 정기검진인데 왜 이것저것 추가하래
[M] | 의료/건강 | 90. 미친 건강검진 결과지가 왜 이렇게 어려워 알아볼 수가 없어
[M] | 의료/건강 | 91. ㅅㅂ 의사가 3분 보고 약만 처방하는 게 진료냐
[M] | 의료/건강 | 92. 닥쳐 의학 용어 말고 쉽게 설명해줘
[M] | 의료/건강 | 93. 미쳤다 수납에서 금액 틀렸는데 환불이 왜 일주일이야
[M] | 의료/건강 | 94. ㅅㅂ 약 부작용 신고했는데 별 반응 없어
[M] | 의료/건강 | 95. 또라이같이 예약했는데 의사가 휴진이라고 당일에 알려주냐
[M] | 의료/건강 | 96. 미친 피부과 시술 후 관리 안내가 왜 이렇게 부실해
[M] | 의료/건강 | 97. ㅅㅂ 치과 보철 색상이 왜 다른 이랑 안 맞아
[M] | 의료/건강 | 98. 돌았나 건강기능식품 환불이 왜 안 돼 효과 없는데
[M] | 의료/건강 | 99. 미친 병원 앱 예약이 왜 안 먹혀
[M] | 의료/건강 | 100. ㅅㅂ 주사 맞은 데가 왜 이렇게 빨갛고 부어 올라
[M] | 의료/건강 | 101. 닥치고 담당 의사 연결해줘 간호사한테 설명하기 힘들어
[M] | 의료/건강 | 102. 미친 검진센터 주차비가 왜 이렇게 비싸 환자한테까지
[M] | 의료/건강 | 103. ㅅㅂ 안과 진료 대기가 2시간이면 눈이 더 나빠지겠다
[M] | 의료/건강 | 104. 또라이같이 성형 상담 갔더니 안 해도 되는 거까지 권유해
[M] | 의료/건강 | 105. 미친 약사가 처방전 보고 한숨 쉬면 기분이 어떻겠냐
[M] | 의료/건강 | 106. ㅅㅂ 병원 식당이 왜 이 맛이야 환자 밥이 이래?
[M] | 의료/건강 | 107. 돌았나 치과 교정기 와이어 빠졌는데 예약이 2주 뒤?
[M] | 의료/건강 | 108. 미쳤다 진료 시간이 2분인데 진료비가 왜 이래
[M] | 의료/건강 | 109. ㅅㅂ 건강검진 금식 12시간 했는데 검사 일정 바뀌었다고
[M] | 의료/건강 | 110. 미친 정형외과 깁스 불편하다니까 원래 그런 거래
[M] | 의료/건강 | 111. ㅅㅂ ㄹㅇ 약값이 왜 매번 다르냐 같은 처방인데
[M] | 의료/건강 | 112. 또라이같이 피부과 시술 횟수를 왜 갑자기 늘려
[M] | 의료/건강 | 113. 미친 병원 주차장 만차인데 발레파킹비가 만원?
[M] | 의료/건강 | 114. ㅅㅂ 의사가 구글 검색하는 거 봤어 진짜 미쳤다
[M] | 의료/건강 | 115. 닥쳐 불필요한 검사 추가하지 말고 필요한 것만 해
[M] | 의료/건강 | 116. 미친 치과 마취가 왜 안 풀려 5시간째야
[M] | 의료/건강 | 117. ㅅㅂ 건강기능식품 상담이 세일즈밖에 안 하네
[M] | 의료/건강 | 118. 돌았냐 입원실 에어컨이 안 나오는데 한여름에
[M] | 의료/건강 | 119. 미쳤다 수술 동의서 설명이 왜 이렇게 부실해
[M] | 의료/건강 | 120. ㅅㅂ 안과 렌즈 피팅이 왜 이렇게 오래 걸려
[M] | 의료/건강 | 121. 미친 진짜 병원 예약 시스템이 2000년대 수준이야
[M] | 의료/건강 | 122. tlqkf 약국 대기가 왜 40분이야 처방전 넣었는데
[M] | 의료/건강 | 123. 씨빠 치과 보험 적용 안 된다고 뭐가 비급여야
[M] | 의료/건강 | 124. 시1발 건강검진 기본항목이 왜 이것밖에 안 돼
[M] | 의료/건강 | 125. ㅅㅂ 피부과 패키지 해지가 왜 안 되냐
[M] | 의료/건강 | 126. 미친 병원 간호사가 콜벨 눌러도 10분째 안 와
[M] | 의료/건강 | 127. 돌았나 정형외과 진단서 발급이 왜 3일이나 걸려
[M] | 의료/건강 | 128. ㅅㅂ 성형외과 부작용 상담인데 왜 예약이 2주 뒤야
[M] | 의료/건강 | 129. 미친 약 먹는 방법 설명이 왜 이렇게 어려워
[M] | 의료/건강 | 130. 꺼져 규정 설명 말고 환자 입장에서 생각해봐
[M] | 의료/건강 | 131. ㅅㅂ 건강검진 대장내시경 준비가 왜 이렇게 고통스러워
[M] | 의료/건강 | 132. 미친 치과 스케일링이 왜 이렇게 아파 마취 안 해주냐
[M] | 의료/건강 | 133. 또라이같이 수납 직원이 금액 설명을 왜 안 해
[M] | 의료/건강 | 134. ㅅㅂ 약국 영업시간이 왜 이렇게 짧아
[M] | 의료/건강 | 135. 미친 소아과 예약이 왜 이렇게 어려워 아이가 아픈데
[M] | 의료/건강 | 136. ㅅㅂ 병원 와이파이가 왜 안 돼 입원해 있는데
[M] | 의료/건강 | 137. 돌았나 피부과 시술비가 상담 때랑 왜 다르냐 미쳤다
[M] | 의료/건강 | 138. 미쳤다 정형외과 X-ray 비용이 왜 이렇게 비싸
[M] | 의료/건강 | 139. ㅅㅂ 검진 결과 상담이 왜 전화로만 되냐
[M] | 의료/건강 | 140. 미친 치과 교정 기간이 왜 자꾸 늘어나
[M] | 의료/건강 | 141. ㅅㅂ 의사가 다른 병원 가보라고 하면 환자는 어떡해
[M] | 의료/건강 | 142. 돌았나 건강기능식품 반품이 왜 안 돼 개봉했다고?
[M] | 의료/건강 | 143. 미친 병원 주차 정산이 왜 이렇게 불편해
[M] | 의료/건강 | 144. ㅅㅂ 약 처방 변경하려면 왜 또 진료를 봐야 해
[M] | 의료/건강 | 145. 미친 안과 콘택트렌즈 처방이 왜 이렇게 비싸
[M] | 의료/건강 | 146. 닥치고 진료 기록 사본이나 빨리 줘
[M] | 의료/건강 | 147. ㅅㅂ 입원비 세부 내역이 왜 이렇게 불투명해
[M] | 의료/건강 | 148. 또라이같이 치과 보험 적용 기준이 왜 이렇게 복잡해
[M] | 의료/건강 | 149. 미친 성형 후기 보고 갔는데 조작이었어 ㅋㅋ
[M] | 의료/건강 | 150. ㅅㅂ 건강검진 소견 설명이 왜 5초야 미치겠다
[L] | 의료/건강 | 151. 한심하다 진료 대기 시간이 이 수준이야 예약했는데
[L] | 의료/건강 | 152. 어이없네 치과 치료비가 왜 매번 다르게 나와
[L] | 의료/건강 | 153. 무능하다 건강검진 설명이 왜 이렇게 부실해
[L] | 의료/건강 | 154. 멍청하게 왜 처방전을 매번 새로 받아야 해 같은 약인데
[L] | 의료/건강 | 155. 무식하다 병원 안내 시스템이 왜 이렇게 불친절해
[L] | 의료/건강 | 156. 한심하네 약국에서 약 상호작용 설명도 안 해주냐
[L] | 의료/건강 | 157. 어이가 없다 검진 결과 상담이 왜 이렇게 짧아
[L] | 의료/건강 | 158. 무능한 수납 시스템이다 왜 현금만 되는 항목이 있어
[L] | 의료/건강 | 159. 멍청한 병원 앱이다 예약 확인도 안 돼
[L] | 의료/건강 | 160. 한심하다 의사가 환자 이름도 안 보고 진료하네
[L] | 의료/건강 | 161. 어이없네 치과 보철 보증이 왜 이렇게 짧아
[L] | 의료/건강 | 162. 무능하기 짝이 없다 병원 콜센터가 맨날 통화중이야
[L] | 의료/건강 | 163. 멍청하게 왜 진료 의뢰서가 있어야 볼 수 있어
[L] | 의료/건강 | 164. 무식한 건강검진 절차다 동선이 왜 이렇게 비효율적이야
[L] | 의료/건강 | 165. 한심하네 피부과 시술 설명이 장점만 말하고 단점은 안 해
[L] | 의료/건강 | 166. 어이없다 약국 포인트가 왜 약국마다 달라 통합이 안 돼
[L] | 의료/건강 | 167. 무능한 병원 예약 시스템이다 취소도 전화로만 되냐
[L] | 의료/건강 | 168. 멍청한 진료비 청구 시스템이다 영수증이 왜 이렇게 복잡해
[L] | 의료/건강 | 169. 한심한 치과 서비스다 상담은 친절하고 치료는 아프고
[L] | 의료/건강 | 170. 어이없네 건강검진 옵션이 왜 이렇게 많아 뭘 골라야 할지
[L] | 의료/건강 | 171. 무능하다 못해 짜증나 같은 증상인데 의사마다 다른 진단
[L] | 의료/건강 | 172. 무식하게 왜 의료 차트를 환자한테 안 보여줘
[L] | 의료/건강 | 173. 한심하다 병원 접수 절차가 왜 이렇게 복잡해
[L] | 의료/건강 | 174. 어이없다 약 포장이 왜 이렇게 어려워 어르신은 어떡해
[L] | 의료/건강 | 175. 멍청한 피부과 가격표다 뭐가 기본이고 뭐가 추가야
[L] | 의료/건강 | 176. 무능하기 짝이 없네 병원 직원이 안내도 제대로 못 해
[L] | 의료/건강 | 177. 한심한 검진센터다 결과 통보가 왜 2주나 걸려
[L] | 의료/건강 | 178. 어이없게 치과 야간진료가 왜 이렇게 비싸
[L] | 의료/건강 | 179. 무능한 약국이다 처방약 재고가 왜 없어
[L] | 의료/건강 | 180. 멍청하다 건강검진 예약이 왜 한 달 뒤밖에 없어
[L] | 의료/건강 | 181. 한심하네 의사가 질문하면 귀찮아하는 게 티가 나
[L] | 의료/건강 | 182. 어이없다 정형외과 재활 프로그램이 왜 이렇게 비싸
[L] | 의료/건강 | 183. 무능하다 병원 주차 시스템이 왜 이렇게 불편해
[L] | 의료/건강 | 184. 멍청하게 왜 같은 검사를 다른 병원에서 또 해야 해
[L] | 의료/건강 | 185. 한심한 치과 예약이다 인기 시간대는 왜 항상 차있어
[L] | 의료/건강 | 186. 어이없네 약 설명서가 왜 글씨가 이렇게 작아
[L] | 의료/건강 | 187. 무능한 건강검진 상담이다 결과만 읽어주고 끝이야
[L] | 의료/건강 | 188. 멍청한 피부과 상담이다 시술 추천만 하고 관리법은 안 알려줘
[L] | 의료/건강 | 189. 한심하다 병원 식당 메뉴가 왜 매일 비슷해
[L] | 의료/건강 | 190. 어이없다 안과 렌즈 가격이 왜 병원마다 2배 차이야
[L] | 의료/건강 | 191. 무식하다 입원 절차가 왜 이렇게 서류가 많아
[L] | 의료/건강 | 192. 무능하네 치과 교정 상담이 왜 이렇게 세일즈 위주야
[L] | 의료/건강 | 193. 한심하다 건강기능식품 상담사가 왜 의사처럼 말해
[L] | 의료/건강 | 194. 멍청한 병원 접수다 왜 매번 같은 정보를 또 써야 해
[L] | 의료/건강 | 195. 어이없네 약국에서 왜 먼저 비싼 약부터 권하냐
[L] | 의료/건강 | 196. 무능하다 검진 동선이 왜 이렇게 왔다 갔다야
[L] | 의료/건강 | 197. 한심한 의료 시스템이다 동네 병원이랑 대학병원 격차가 너무 커
[L] | 의료/건강 | 198. 멍청하게 왜 진료 기록 이관이 이렇게 어려워
[L] | 의료/건강 | 199. 어이없다 치과 보험 적용 범위가 왜 이렇게 좁아
[L] | 의료/건강 | 200. 무능한 병원이다 환자 중심이 아니라 수익 중심이야
