# UNLIQ emo_threat premise 데이터
# hypothesis: "이 고객은 위협이나 협박을 하고 있다"
# 총 1200개 (6업종 × 200개)
# 비율: [H] 30% / [M] 35% / [L] 35%

============================================================
업종 1: 이커머스 (1~200)
============================================================

[H] | 이커머스 | 1. 택배기사 찾아가서 진짜 죽여버린다
[M] | 의료/건강 | 1083. 성형외과 이번 건 어떻게 되든 끝이야
[M] | 의료/건강 | 1084. 진료비 환불 안 하면 큰일 난다
[M] | 의료/건강 | 1085. 이 건으로 반드시 책임지게 만들 거야
[M] | 의료/건강 | 1086. 병원 이 대응 가만 안 놔둘 거예요
[M] | 의료/건강 | 1087. 수술 부작용인데 가만히 넘어갈 사람 아니야
[M] | 의료/건강 | 1088. 이 약국 끝장이야 두고 봐
[M] | 의료/건강 | 1089. 시발 오진이야 의사 대가를 치른다
[M] | 의료/건강 | 1090. 이번에 제대로 안 하면 가만 안 둬요
[M] | 의료/건강 | 1091. 피부과 레이저 부작용인데 끝을 보자
[M] | 의료/건강 | 1092. 치과 치료 또 실패야 가만 안 둔다
[M] | 의료/건강 | 1093. 이 병원 큰코다칠 거야
[M] | 의료/건강 | 1094. 성형 결과 뭐야 원장 끝장낼 거야
[M] | 의료/건강 | 1095. 이 건 절대 포기 안 한다 알겠어?
[M] | 의료/건강 | 1096. 의사가 이러면 안 되지 반드시 갚아준다
[M] | 의료/건강 | 1097. 검진 오류야 이 센터 가만 안 있어
[M] | 의료/건강 | 1098. 약사 태도 뭐야 후회하게 해줄게
[M] | 의료/건강 | 1099. 이 병원 때문에 큰 피해 봤어 끝까지 간다
[M] | 의료/건강 | 1100. 치과 보상 안 해주면 큰일 생긴다
[M] | 의료/건강 | 1101. 성형외과 원장 어떤 대가를 치르게 될지 보여줄게
[M] | 의료/건강 | 1102. 병원 서비스 이게 뭐야 가만 안 넘어간다
[M] | 의료/건강 | 1103. 시발 약 부작용이야 약국 끝장낸다
[M] | 의료/건강 | 1104. 진료 거부해? 두고 보자 반드시 갚는다
[M] | 의료/건강 | 1105. 이 피부과 반드시 후회할 거야
[M] | 의료/건강 | 1106. 치과 이 대응 가만히 넘어갈 줄 알아?
[M] | 의료/건강 | 1107. 건강기능식품 부작용인데 회사 끝장낼 거야
[M] | 의료/건강 | 1108. 병원 원장 사과도 안 하네 가만 안 둔다
[M] | 의료/건강 | 1109. 수술 실패 보상 안 해주면 어떻게 되는지 보여줄게
[M] | 의료/건강 | 1110. 이 건 의사 반드시 대가를 치르게 해줄 거야
[M] | 의료/건강 | 1111. 성형 망했는데 가만히 있을 줄 알아 끝이야
[M] | 의료/건강 | 1112. 치과 원장 큰코다칠 줄 알아
[M] | 의료/건강 | 1113. 피부과 치료 부작용 이 건 끝장 보겠다
[M] | 의료/건강 | 1114. 병원 진료비 환불 안 하면 끝까지 간다
[M] | 의료/건강 | 1115. 약국 약 잘못 준 거야 가만 안 놔둔다
[M] | 의료/건강 | 1116. 이 검진센터 이번에 대충 넘기면 안 돼
[M] | 의료/건강 | 1117. 시발 의료 사고야 의사 끝장이다
[M] | 의료/건강 | 1118. 성형외과 이번 건 절대 용서 안 한다
[M] | 의료/건강 | 1119. 병원 이 대응 반드시 후회하게 될 거야
[M] | 의료/건강 | 1120. 치과 보상 거부야? 끝을 보자
[M] | 의료/건강 | 1121. 이 약국 때문에 건강 상했어 대가를 치른다
[M] | 의료/건강 | 1122. 피부과 원장 이번 건 그냥 못 넘긴다
[M] | 의료/건강 | 1123. 검진 결과 오류야 가만 안 있을 거야
[M] | 의료/건강 | 1124. 시발 이 병원 이미지 완전히 망가뜨려줄 거야
[M] | 의료/건강 | 1125. 성형 부작용 보상 안 해주면 큰코다친다
[M] | 의료/건강 | 1126. 의사 각오해 이번에 진짜 참지 않을 거야
[M] | 의료/건강 | 1127. 치과 이 건 반드시 끝을 본다
[M] | 의료/건강 | 1128. 병원 매출 바닥나게 해줄게
[M] | 의료/건강 | 1129. 이 건 의료진 전부 대가를 치르게 해줄 거야
[M] | 의료/건강 | 1130. 피부과 치료 실패 가만히 안 당한다
[L] | 의료/건강 | 1131. 의료분쟁조정 신청합니다
[L] | 의료/건강 | 1132. 보건복지부에 신고해요
[L] | 의료/건강 | 1133. 의사협회에 민원 넣을 거야
[L] | 의료/건강 | 1134. 건보공단에 신고한다
[L] | 의료/건강 | 1135. 의료사고 소송 갈 거예요
[L] | 의료/건강 | 1136. 변호사 상담 받았습니다
[L] | 의료/건강 | 1137. 병원 리뷰 다 올린다
[L] | 의료/건강 | 1138. 의료 커뮤니티에 박제한다
[L] | 의료/건강 | 1139. 성형 전후 사진 다 올릴 거야
[L] | 의료/건강 | 1140. 인스타에 태그한다
[L] | 의료/건강 | 1141. 한국의료분쟁조정중재원에 접수합니다
[L] | 의료/건강 | 1142. 이 건 뉴스에 제보할 거예요
[L] | 의료/건강 | 1143. 녹취 다 했어요 증거 있습니다
[L] | 의료/건강 | 1144. 치과의사협회에 민원 넣겠습니다
[L] | 의료/건강 | 1145. 소비자원에 접수할게요
[L] | 의료/건강 | 1146. 이 병원 진료비 과다 청구 건보공단에 신고합니다
[L] | 의료/건강 | 1147. 유튜브에 이 성형외과 리뷰 올릴 거야
[L] | 의료/건강 | 1148. 의료법 위반이에요 보건소에 신고합니다
[L] | 의료/건강 | 1149. 내용증명 보내겠습니다
[L] | 의료/건강 | 1150. 이 치과 실태 블로그에 상세하게 올릴 거예요
[L] | 의료/건강 | 1151. 피부과 시술 부작용 의료분쟁조정 신청합니다
[L] | 의료/건강 | 1152. 건강기능식품 부작용 식약처에 신고합니다
[L] | 의료/건강 | 1153. 진단서 떼서 소송 갈 거예요
[L] | 의료/건강 | 1154. 이 병원 의료 광고 위반 보건복지부에 신고합니다
[L] | 의료/건강 | 1155. 약사회에 민원 넣겠습니다
[L] | 의료/건강 | 1156. 기자한테 제보했어요 의료 전문 기자야
[L] | 의료/건강 | 1157. 법무법인 선임해서 의료소송 갑니다
[L] | 의료/건강 | 1158. 네이버 카페에 이 성형외과 후기 올린다
[L] | 의료/건강 | 1159. 보건복지부 전자민원 접수합니다
[L] | 의료/건강 | 1160. 이 치과 비급여 진료비 과다 청구 신고할 거예요
[L] | 의료/건강 | 1161. 의료사고 피해자 모임 카톡방 만들었어요
[L] | 의료/건강 | 1162. 이 건 SBS 뉴스에 제보했어요
[L] | 의료/건강 | 1163. 의료분쟁조정중재원이랑 소비자원 동시에 접수합니다
[L] | 의료/건강 | 1164. 피부과 허위 광고 공정위에 신고합니다
[L] | 의료/건강 | 1165. 이 병원 녹취록 가지고 법적 대응 갈 거예요
[L] | 의료/건강 | 1166. 성형 전후 사진이랑 부작용 사진 전부 올릴 거예요
[L] | 의료/건강 | 1167. 검진센터 오진 건강보험심사평가원에 신고합니다
[L] | 의료/건강 | 1168. 이 약국 처방 오류 약사회에 민원 넣을 거예요
[L] | 의료/건강 | 1169. 변호사한테 확인했어요 의료소송 가능하대요
[L] | 의료/건강 | 1170. 이 병원 위생 상태 보건소에 신고합니다
[L] | 의료/건강 | 1171. 치과 진료비 영수증 건보공단에 확인 요청합니다
[L] | 의료/건강 | 1172. 의료 광고법 위반 사진 증거 다 있어요 신고할 거예요
[L] | 의료/건강 | 1173. 이 성형외과 실태 맘카페에 올릴 거예요
[L] | 의료/건강 | 1174. 의료분쟁조정 신청서 작성 중이에요
[L] | 의료/건강 | 1175. 이 건 국민신문고에도 올릴 거예요
[L] | 의료/건강 | 1176. 피부과 시술 동의서 없이 진행했어요 보건복지부에 신고합니다
[L] | 의료/건강 | 1177. 병원비 과다 청구 소액재판 가겠습니다
[L] | 의료/건강 | 1178. 이 치과 불법 시술 의심돼서 관할 보건소에 신고합니다
[L] | 의료/건강 | 1179. 성형 부작용 사진 인스타 스토리로 올릴 거예요 태그 포함
[L] | 의료/건강 | 1180. 건강기능식품 허위 광고 식약처이랑 공정위에 동시 신고합니다
[L] | 의료/건강 | 1181. 이 병원 의료 사고 피해자 집단소송 준비 중이에요
[L] | 의료/건강 | 1182. 의사 면허 취소 청원할 거예요
[L] | 의료/건강 | 1183. 이 건 한겨레 기자한테 제보했어요
[L] | 의료/건강 | 1184. 약국 처방 오류 녹취록 가지고 소송 갈 거예요
[L] | 의료/건강 | 1185. 검진센터 개인정보 유출 의심돼서 개인정보보호위에 신고합니다
[L] | 의료/건강 | 1186. 이 성형외과 비급여 진료비 공개 요청합니다
[L] | 의료/건강 | 1187. 병원 진료 거부 의료법 위반이에요 보건복지부에 신고합니다
[L] | 의료/건강 | 1188. 치과 실태 유튜브에 올릴 거야 영상 다 찍었어
[L] | 의료/건강 | 1189. 이 건 법적으로 끝까지 갈 거예요
[L] | 의료/건강 | 1190. 피부과 시술 부작용 증거 사진 전부 정리했어요
[L] | 의료/건강 | 1191. 의료분쟁조정이랑 민사소송 동시에 갑니다
[L] | 의료/건강 | 1192. 이 병원 의료 광고 위반 사례 커뮤니티에 전부 공유합니다
[L] | 의료/건강 | 1193. 성형 부작용 보상 안 해주면 법적 대응 갈 거예요
[L] | 의료/건강 | 1194. 약국 과잉 조제 건보공단에 신고합니다
[L] | 의료/건강 | 1195. 검진센터 실태 뉴스데스크에 제보합니다
[L] | 의료/건강 | 1196. 이 치과 진료비 부당 청구 증거 전부 모았어요
[L] | 의료/건강 | 1197. 변호사비 들여서라도 의료소송 끝까지 갈 거예요
[L] | 의료/건강 | 1198. 이 병원 피해 사례 전부 정리해서 관할 기관에 일괄 신고합니다
[L] | 의료/건강 | 1199. 성형외과 원장 면허 취소 청원이랑 소송 동시에 갑니다
[L] | 의료/건강 | 1200. 이 건 의료분쟁조정중재원이랑 보건복지부이랑 소비자원 전부 접수합니다
