[H] | 이커머스-디지털가전 | 1. 와 노트북 배송 진짜 빠르다 주문하고 열흘밖에 안 걸렸네요
[H] | 통신-해지 | 32. 해지 절차가 간편하대요 전화 세 번에 상담사 두 명 거치면 되니까요
[H] | 통신-해지 | 33. 위약금이 얼마인지 확인하려는데 상담사가 세 명째 다른 말 해요 위약금도 변동 환율인가요
[H] | 통신-해지 | 34. 해지 접수했는데 철회 기간이 있대요 마음 바꿀 시간을 주시는 거네요 감사하다 진짜
[H] | 통신-해지 | 35. 약정 만료일이 언제인지 알려달랬더니 확인하는 데 이틀 걸린대요 날짜 하나 확인하는 데 이틀이요
[H] | 통신-해지 | 36. 해지 방어로 3개월 무료 준대서 남았는데 4개월째 원래 요금이 나오네요 3개월의 미끼에 걸렸네요
[H] | 통신-해지 | 37. 번호이동 신청했더니 현 통신사에서 전화가 10통 왔어요 이별이 이렇게 힘든 거였네요
[H] | 통신-해지 | 38. 해지하면 위약금이 30만원인데 잔여 약정이 2개월이에요 2개월치 요금보다 위약금이 비싸네요 수학이 독특하시다
[H] | 통신-해지 | 39. 해지 상담사가 울먹이시네요 연기력이 대단하세요 ㅋㅋ
[H] | 통신-해지 | 40. 인터넷 해지했는데 공유기 반납비가 있대요 3년 쓴 공유기 돌려받으시면서 반납비까지 받으시네
[H] | 통신-콜센터 | 41. ARS 안내가 친절해요 버튼 1번부터 9번까지 다 듣고 나면 원하는 게 없어요
[H] | 통신-콜센터 | 42. 상담사 연결까지 예상 대기 시간이 30분이래요 30분이면 라면 세 개 끓이겠네요
[H] | 통신-콜센터 | 43. 전화 상담이 녹음된대요 네 저도 녹음하고 있어요 서로 녹음하는 사이네요
[H] | 통신-콜센터 | 44. 통화 연결음이 너무 좋아요 30분 동안 들었거든요 무한반복이 좀 아쉬울 뿐
[H] | 통신-콜센터 | 45. 챗봇이 제 말을 못 알아들어요 "상담사 연결" 이 네 글자도 인식이 안 돼요
[H] | 통신-콜센터 | 46. 상담사님이 다른 부서로 연결해주신대요 네 이미 세 번째 부서예요 통신사 투어 중이에요
[H] | 통신-콜센터 | 47. 문의 답변이 문자로 온대요 3일 뒤에요 3일이면 이미 해결했거나 포기했거나 둘 중 하나인데
[H] | 통신-콜센터 | 48. 고객센터 운영 시간이 9시~6시래요 일하는 시간에 전화하라는 건데 저도 그 시간에 일해요
[H] | 통신-콜센터 | 49. 상담 품질 평가 해달래요 상담 내용은 별로였는데 평가 시스템은 꼼꼼하시네요
[H] | 통신-콜센터 | 50. 콜백 서비스 신청했는데 안 와요 콜백의 '백'이 뒤로 가기인가요
[H] | 통신-로밍 | 51. 자동 로밍이래서 편할 줄 알았는데 요금도 자동으로 폭탄이에요
[H] | 통신-로밍 | 52. 로밍 데이터 500메가에 만오천원이면 국내에서 무제한 쓰던 게 꿈이었나 봐요
[H] | 통신-로밍 | 53. 포켓와이파이 대여가 하루 만원인데 현지 유심이 5천원이에요 편의비가 2배인 거네요
[H] | 통신-로밍 | 54. 로밍 해제 안 했더니 귀국 후에도 요금이 나가요 자동 해제 안 되는 건 수동의 미학인가요
[H] | 통신-로밍 | 55. 해외에서 전화 받으면 제가 돈을 내야 한대요 전화한 사람이 아니라 받은 사람이요 받는 것도 죄인 거네요
[H] | 통신-기타 | 56. 멤버십 포인트 쓰려는데 사용처가 CGV랑 도미노뿐이에요 영화 보고 피자 먹으라는 인생 조언인가요
[H] | 통신-기타 | 57. 매장 방문했는데 줄이 20명이에요 인기 있는 건 좋은데 직원이 두 분이시네요
[H] | 통신-기타 | 58. 약정 할인 받았는데 위약금 안내가 작은 글씨로 5페이지예요 소설인 줄 알았어요
[H] | 통신-기타 | 59. 통신비가 매달 올라가는데 문의하니까 부가세 별도래요 처음에 부가세 포함 가격을 알려주시면 안 되나요
[H] | 통신-기타 | 60. 포인트 유효기간이 5년이래서 안심했는데 5년 전 포인트가 사라졌어요 안심의 끝은 허무함이었네요
[H] | 통신-기타 | 61. 대리점이 이전했대요 알림 없이요 찾아갔더니 빈 건물이에요 추리게임이네요
[H] | 통신-기타 | 62. 기기 변경하러 갔는데 재고가 없대요 전시용도 없대요 뭘 보고 고르라는 거예요 상상력이요?
[H] | 통신-기타 | 63. 결합 상품 할인이 만원이래서 가입했는데 각각 가입비가 만오천원이에요 할인받으려고 돈을 더 쓴 거네요
[H] | 통신-기타 | 64. 5G 기지국이 집 근처에 없대요 5G 폰 산 건 미래를 위한 투자였나 봐요
[H] | 통신-기타 | 65. eSIM이 편리하대서 바꿨는데 지원 안 되는 곳이 많아요 편리한 곳에서만 편리한 거네요
[H] | 가전AS-TV | 66. TV에 세로줄이 생겼는데 정상이래요 아트 모드인가 봐요
[H] | 가전AS-TV | 67. 화면이 깜빡이는데 기사님이 전원 껐다 켜보래요 네 그건 제가 100번 했어요
[H] | 가전AS-TV | 68. TV 수리비가 40만원이래요 새 거 사는 게 50만원인데 수리하는 게 나은 건가요 진심으로 물어봅니다
[H] | 가전AS-TV | 69. 리모컨이 안 되는데 건전지 바꿔보래요 네 바꿨어요 5번이나요 리모컨이 건전지 먹는 괴물인가요
[H] | 가전AS-TV | 70. 스마트TV 업데이트 후에 더 느려졌어요 스마트가 아니라 슬로우TV가 됐네요
[H] | 가전AS-TV | 71. HDMI 포트가 고장났는데 메인보드 교체래요 포트 하나에 메인보드 전체를 바꾸라니 효율적이시네요
[H] | 가전AS-TV | 72. 보증기간 만료 다음 날 고장났어요 타이밍이 예술이에요 TV가 달력을 보나 봐요
[H] | 가전AS-TV | 73. 소리가 안 나와서 수리 맡겼는데 2주 걸린대요 2주 동안 묵음 영화 감상하라는 거네요
[H] | 가전AS-냉장고 | 74. 냉장고에서 소리가 나는데 정상 작동음이래요 그 정상 소리가 새벽에 깨울 정도면 정상인가요
[H] | 가전AS-냉장고 | 75. 냉동실이 안 얼어서 수리 요청했더니 온도 설정 확인해보래요 네 영하 20도로 해놨는데요 제가 틀렸나요
[H] | 가전AS-냉장고 | 76. 냉장고 문이 안 닫혀서 수리비가 15만원이래요 문짝 하나에 15만원이면 문짝이 금으로 돼있나요
[H] | 가전AS-냉장고 | 77. 얼음 정수기 기능이 고장났는데 부품이 2주 걸린대요 그동안 얼음은 냉동실에서 직접 만들래요 레트로 체험인가
[H] | 가전AS-냉장고 | 78. 도어쿨링이 안 되는데 선반 정리하면 된대요 정리 안 한 제 잘못이군요 죄송합니다 냉장고님
[H] | 가전AS-냉장고 | 79. 냉장고 뒷면에서 물이 새는데 정상이래요 냉장고가 땀을 흘리나 봐요
[H] | 가전AS-냉장고 | 80. 야채실 온도가 안 맞아서 채소가 얼었는데 냉동 야채 서비스인가요
[H] | 가전AS-냉장고 | 81. 1200리터 냉장고 수리비가 30만원인데 기사님 출장비만 10만원이에요 방문비가 수리비보다 비싼 게 가능한 거군요
[H] | 가전AS-냉장고 | 82. 냉장고 컴프레서 교체비가 50만원이래요 새 냉장고 할부가 5만원인데 수리를 하라는 건 충성심 테스트인가요
[H] | 가전AS-세탁기 | 83. 세탁기에서 냄새가 나는데 통세척하래요 통세척도 했어요 그래도 나요 세탁기가 향수 뿌리나 봐요
[H] | 가전AS-세탁기 | 84. 건조 기능이 안 되는데 부품이 없대요 2주 걸린대요 빨래는 손으로 짜서 널면 되죠 뭐
[H] | 가전AS-세탁기 | 85. 세탁기가 탈수할 때 춤을 춰요 진동이 심해서 문의했더니 바닥 문제래요 바닥이 약해서 세탁기가 뛰는 거래요 네 집이 잘못이죠
[H] | 가전AS-세탁기 | 86. 드럼세탁기 문이 안 열리는데 30분 기다리래요 빨래가 인질이 됐네요
[H] | 가전AS-세탁기 | 87. 세탁기 배수가 안 되는데 필터 청소하래요 했어요 안 돼요 그래도 필터 청소하래요 무한루프인가요
[H] | 가전AS-세탁기 | 88. 급수 호스에서 물이 새는데 직접 교체 가능하대요 유튜브 보고 하래요 제가 배관공인 줄 아시나요
[H] | 가전AS-세탁기 | 89. 건조기 필터 경고등이 매일 뜨는데 매일 청소해요 그래도 떠요 경고등이 취미가 빛나기인가 봐요
[H] | 가전AS-세탁기 | 90. 세탁기가 3년 만에 고장났는데 수명이 원래 그렇대요 3년 쓰면 새로 사라는 건가요 구독형 세탁기네
[H] | 가전AS-세탁기 | 91. 세탁 시간이 2시간이래서 기다렸는데 3시간째 돌아가요 세탁기가 시간 개념이 없나 봐요
[H] | 가전AS-에어컨 | 92. 에어컨이 안 시원한데 필터 청소하래요 했어요 매주 해요 그래도 안 시원해요 필터의 문제가 아닌 것 같은데
[H] | 가전AS-에어컨 | 93. 에어컨 설치비가 기본 15만원인데 추가 배관비 20만원이래요 추가가 기본보다 비싸네요
[H] | 가전AS-에어컨 | 94. 여름에 에어컨 수리 예약이 3주 뒤래요 3주 뒤면 가을인데 그때도 에어컨 필요할까요
[H] | 가전AS-에어컨 | 95. 에어컨에서 물이 떨어지는데 정상이래요 실내 비 체험 서비스인가 봐요
[H] | 가전AS-에어컨 | 96. 냉방이 안 되는데 냉매 충전비가 8만원이래요 가스 넣는 건데 금가스인가요
[H] | 가전AS-에어컨 | 97. 에어컨 실외기 소음이 심해서 문의했더니 옆집이 신고하면 그때 오겠대요 ㅋㅋ 옆집이 먼저 힘들어야 하나요
[H] | 가전AS-에어컨 | 98. 에어컨 청소 서비스가 10만원인데 1시간이면 끝나요 시급 10만원이시네요
[H] | 가전AS-에어컨 | 99. 리모컨이 분실됐는데 호환 리모컨은 기능이 반만 돼요 반쪽짜리 에어컨 체험이네요
[H] | 가전AS-에어컨 | 100. 에어컨 이전 설치가 20만원이래요 이사비보다 에어컨 이사비가 비싸네요
[H] | 가전AS-에어컨 | 101. 자동 청소 기능이 있다면서 직접 청소도 해야 한대요 자동이 반자동이었네요
[H] | 가전AS-소형가전 | 102. 로봇청소기가 같은 자리만 돌아요 열심히 하긴 하는데 효율이 제로네요
[H] | 가전AS-소형가전 | 103. 공기청정기 필터가 3개월마다 교체인데 필터 하나에 5만원이에요 공기도 구독형이네요
[H] | 가전AS-소형가전 | 104. 전기밥솥이 취사 중에 꺼졌는데 전원 코드 확인하래요 확인했어요 꽂혀있어요 다음은요
[H] | 가전AS-소형가전 | 105. 식기세척기에서 그릇이 안 깨끗하게 나오는데 예비 세척하래요 예비 세척이면 식기세척기 왜 사요
[H] | 가전AS-소형가전 | 106. 무선 청소기 배터리가 20분이래서 샀는데 실제 10분이에요 나머지 10분은 상상 속 배터리인가요
[H] | 가전AS-소형가전 | 107. 로봇청소기가 턱에서 멈춰요 턱이 있는 집에서는 쓰지 말라는 건가요 평평한 집에 사는 사람만 쓰는 거였네
[H] | 가전AS-소형가전 | 108. 커피머신 석회 제거를 매달 하래요 커피 마시는 건 5분인데 관리하는 건 30분이에요 관리머신이네요
[H] | 가전AS-소형가전 | 109. 에어프라이어 코팅이 벗겨졌는데 1년 안 됐거든요 보증기간 내인데 소모품이래요 코팅이 소모품이면 뭐가 본품인가요
[H] | 가전AS-소형가전 | 110. 가습기 수증기가 안 나오는데 물통 확인하래요 물 가득 채웠는데요 다음 매뉴얼 답변은 뭔가요
[H] | 가전AS-소형가전 | 111. 스팀다리미에서 물이 뿜어져 나왔어요 스팀이 아니라 워터건이에요
[H] | 가전AS-소형가전 | 112. 전기포트 물 끓는 데 10분 걸려요 가스레인지가 더 빠른데 전기포트의 존재 의미가 뭔가요
[H] | 가전AS-소형가전 | 113. 블렌더 칼날이 무뎌졌는데 교체비가 3만원이래요 블렌더 새로 사는 게 5만원인데 칼날이 블렌더의 60%네요
[H] | 가전AS-소형가전 | 114. 제빵기가 빵을 굽는 데 4시간이래요 빵집 가서 사는 게 5분인데 기다림의 미학인가요
[H] | 가전AS-소형가전 | 115. 음식물처리기에서 냄새가 나는데 정상이래요 음식물 처리기가 음식물 냄새가 나는 게 정상이라니
[H] | 가전AS-수리교환 | 116. 수리 기사님이 부품을 안 가져오셨어요 뭐하러 오신 건가요 현장 학습이에요?
[H] | 가전AS-수리교환 | 117. 교환 신청했는데 같은 모델이 단종이래요 상위 모델로 바꿔주시는 거 아니라 환불이래요 돈 돌려줄 테니 가라 이거죠
[H] | 가전AS-수리교환 | 118. 수리 맡겼는데 원래 없던 흠집이 생겼어요 문의하니까 원래 있었을 수 있대요 기억력 테스트인가요
[H] | 가전AS-수리교환 | 119. 무상 수리라면서 출장비는 별도래요 수리비만 무상이고 나머지는 유상이시구나 정확하시다
[H] | 가전AS-수리교환 | 120. 수리 후 같은 증상이 또 나왔어요 재수리하려면 다시 접수하래요 또 2주 기다리라는 거죠 끝없는 여정
[H] | 가전AS-수리교환 | 121. 수리비 견적이 전화로는 안 되고 방문해야 한대요 방문비가 5만원인데 견적 받으러 5만원 내는 거네요
[H] | 가전AS-수리교환 | 122. 보증기간이 1년인데 11개월째 고장났어요 수리해주셨어요 근데 13개월째 또 고장났어요 타이밍 예술이네요
[H] | 가전AS-수리교환 | 123. 제품 불량 같은데 사용자 과실이래요 박스 개봉했는데 부서져있는 게 제 과실이래요 ㅋㅋ
[H] | 가전AS-수리교환 | 124. 교환품이 2주 뒤에 온대요 그동안 빨래는 손으로 세탁은 손으로 건조는 바람으로 하면 되죠
[H] | 가전AS-수리교환 | 125. 수리 접수했더니 접수 확인 문자가 3일 뒤에 왔어요 접수 확인도 이렇게 느린데 수리는 언제 되나요
[H] | 가전AS-수리교환 | 126. 기사님이 30분 보시다가 AS센터로 입고하래요 30분 동안 뭘 보신 건가요 감상이었나요
[H] | 가전AS-수리교환 | 127. 수리 후 테스트 해보니까 또 같은 문제예요 기사님이 이상 없다시는데 제 눈에는 이상해요 제 눈이 문제겠죠
[H] | 가전AS-수리교환 | 128. 부품비 3만원에 공임비 5만원이래요 부품보다 손이 비싼 거네요 금손이시구나
[H] | 가전AS-수리교환 | 129. 교환 심사에 일주일이래요 불량인 게 뻔한데 일주일 동안 뭘 심사하시는 건가요
[H] | 가전AS-수리교환 | 130. 접수번호 알려줬는데 조회가 안 돼요 접수가 된 건 맞나요 허공에 접수한 건 아니죠
[H] | 통신-요금제 | 131. 데이터 쉐어링이래서 가입했는데 쉐어할 데이터가 없어요 이미 다 썼거든요
[H] | 통신-요금제 | 132. 청소년 요금제가 저렴하대요 데이터 2기가에 이만원이면 청소년한테도 비싼 거 아닌가요
[H] | 통신-요금제 | 133. 요금 미납이래서 확인했더니 자동이체 실패였어요 알림도 안 주시고 바로 미납 처리하시네요 빠르시다
[H] | 통신-요금제 | 134. 선택약정 25% 할인이래서 좋다고 했는데 공시지원금이랑 중복 안 된대요 하나만 고르래요 뷔페인 줄 알았는데 단품이네
[H] | 통신-요금제 | 135. T전화 앱이 무료 통화래서 깔았는데 데이터 쓰잖아요 데이터로 내는 게 무료인 건가요
[H] | 통신-인터넷 | 136. 인터넷 설치 날짜 잡았는데 기사님이 안 오셨어요 전화하니까 일정이 변경됐대요 저만 모르는 일정이었네요
[H] | 통신-인터넷 | 137. 와이파이 비밀번호를 모르겠는데 공유기 초기화하래요 설정 다 날라가는 건 제가 감수해야 하는 거죠
[H] | 통신-인터넷 | 138. 인터넷이 밤마다 끊기는데 주간에는 정상이래요 야간 불량은 유령 탓인가요
[H] | 통신-인터넷 | 139. IPTV가 끊기는데 인터넷은 정상이래요 같은 선 쓰는데 어떻게 하나만 끊기나요 선택적 장애인가
[H] | 통신-인터넷 | 140. 공유기 교체하려면 택배로 보내래요 반납비 5천원이에요 통신사 꺼를 돌려주면서 돈을 내야 하다니
[H] | 가전AS-TV | 141. TV 밝기가 갑자기 어두워졌는데 에코모드래요 제가 에코모드 켠 적 없는데 TV가 알아서 절전하시네요
[H] | 가전AS-TV | 142. 스마트TV 앱이 안 깔리는데 저장 공간이 부족하대요 32기가짜리 TV에 앱 5개가 한계인가요
[H] | 가전AS-TV | 143. TV 화면에 잔상이 남는데 사용 습관 문제래요 TV 오래 보지 말라는 건강 조언인가요
[H] | 가전AS-냉장고 | 144. 냉장고 정수기 필터가 6개월마다 교체인데 필터비가 연 20만원이에요 정수된 물의 가격이네요
[H] | 가전AS-냉장고 | 145. 냉장고 도어가 약간 기울어졌는데 수평 조절 다리를 돌리래요 제가 정비사인 줄 아시나요
[H] | 가전AS-세탁기 | 146. 세탁기 에러코드가 떴는데 매뉴얼에 없는 코드예요 히든 에러인가요 이스터에그인가요
[H] | 가전AS-세탁기 | 147. 건조기 구김방지 기능이 있다면서 구김이 그대로예요 방지의 노력은 하셨겠죠 결과는 아니지만
[H] | 가전AS-에어컨 | 148. 에어컨 필터 자동세척 기능이 있는데 수동으로도 해야 한대요 자동이 보조이고 수동이 메인인가 봐요
[H] | 가전AS-에어컨 | 149. 난방 겸용 에어컨인데 난방이 약해요 에어컨이니까 냉방이 주특기인 거죠 난방은 취미 수준이고
[H] | 가전AS-소형가전 | 150. 안마의자가 소음이 심한데 마사지 효과음이래요 효과음이 스트레스를 주는 건 아이러니네요
[H] | 가전AS-소형가전 | 151. 로봇청소기 센서가 고장났는데 센서만 교체가 안 되고 본체째 보내래요 센서 하나에 본체를 인질로 잡으시네요
[H] | 가전AS-소형가전 | 152. 전자레인지 회전판이 안 돌아가는데 회전판 없이도 사용 가능하대요 그럼 회전판이 왜 있는 건가요
[H] | 가전AS-소형가전 | 153. 공기청정기 미세먼지 수치가 항상 '좋음'인데 진짜 좋은 건지 센서가 낙관적인 건지 모르겠어요
[H] | 가전AS-소형가전 | 154. 제습기가 물을 안 모으는데 습도가 낮아서래요 장마철인데 습도가 낮다니 제습기의 세계관이 다르네요
[H] | 가전AS-소형가전 | 155. 청소기 먼지통 분리가 원터치래서 샀는데 원터치가 아니라 힘꺼터치예요
[H] | 통신-요금제 | 156. 데이터 리필이 1기가에 5천원인데 기본 요금에는 10기가에 3만원이에요 추가 데이터는 프리미엄 가격이시네요
[H] | 통신-요금제 | 157. 멤버십 등급이 내려갔대요 15년 고객인데요 충성도의 만료일이 있나 봐요
[H] | 통신-요금제 | 158. 문자 무제한이래서 좋다고 했는데 2024년에 문자 쓸 일이 없잖아요 스팸 받는 데만 쓰네요
[H] | 통신-인터넷 | 159. 인터넷 속도 측정해서 보냈더니 측정 방법이 잘못됐을 수 있대요 증거를 내놔도 인정 안 하시네요 법정 가야 하나
[H] | 통신-인터넷 | 160. 와이파이6 공유기로 바꿔주신대서 기대했는데 인터넷 회선이 100메가라 의미가 없대요 그럼 왜 바꿔주신 거예요
[H] | 가전AS-TV | 161. OTT 앱이 버벅이는데 TV 사양 문제래요 작년에 산 건데 벌써 구형이에요?
[H] | 가전AS-TV | 162. TV 스피커 소리가 작은데 사운드바를 사래요 TV 사면서 스피커도 따로 사라는 거 번들 아닌가요
[H] | 가전AS-냉장고 | 163. 냉장고 성에가 끼는데 도어 패킹 교체하래요 자가 수리 가이드 감사합니다 유튜브 채널 추천도 해주시죠
[H] | 가전AS-냉장고 | 164. 김치냉장고가 김치를 얼려요 김치냉장고가 냉동고로 전직하셨네요
[H] | 가전AS-세탁기 | 165. 세탁기 스마트 진단이래서 했는데 "정상"이래요 정상인데 왜 빨래가 안 깨끗하죠 정상의 기준이 뭔가요
[H] | 가전AS-세탁기 | 166. 건조기 열선이 약한 것 같은데 에너지 절약 모드래요 절약하시느라 빨래가 안 마르는 건 감수해야 하나요
[H] | 가전AS-에어컨 | 167. 에어컨 타이머가 안 맞아요 2시간 맞춰놨는데 1시간 만에 꺼지네요 에어컨의 시간 감각이 독특하시다
[H] | 가전AS-에어컨 | 168. 에어컨 곰팡이 냄새가 나는데 자동 건조 기능 쓰래요 매번 쓰는데 냄새가 나잖아요 자동 건조가 일하는 척만 하나
[H] | 가전AS-소형가전 | 169. 무선 선풍기 배터리가 2시간이래서 샀는데 강풍이면 40분이에요 강풍 쓰지 말라는 건가요 약풍 전용이네
[H] | 가전AS-소형가전 | 170. 식기세척기 안에 음식물이 남아있어요 예비 세척하래요 식기세척기한테 예비 세척을 왜 사람이 해요
[H] | 통신-콜센터 | 171. 상담사님이 잠시만요 하시고 5분째예요 잠시의 기준이 통신사는 다르신가 봐요
[H] | 통신-콜센터 | 172. 같은 문제로 세 번째 전화인데 매번 다른 답변이에요 뽑기운이 필요한 건가요
[H] | 통신-콜센터 | 173. 고객의 소리에 글 남겼더니 "검토 후 연락드리겠습니다" 한 달째 검토 중이시네요 신중하시다
[H] | 통신-콜센터 | 174. 상담 연결 버튼이 0번인데 0번 누르면 처음으로 돌아가요 무한루프에 빠졌어요
[H] | 통신-콜센터 | 175. 이메일 문의 답변이 자동 답변이에요 제 질문 내용이랑 관계없는 답변 감사합니다
[H] | 가전AS-수리교환 | 176. 택배로 수리 보냈는데 배송비가 편도 제 부담이래요 불량품을 제 돈 내고 보내는 이 시스템
[H] | 가전AS-수리교환 | 177. 수리 완료됐다고 왔는데 다른 부분이 고장났어요 돌려막기 수리인가요
[H] | 가전AS-수리교환 | 178. 교환 신청했더니 제품 검수에 1주일이래요 불량인 거 제가 이미 검수했는데 또 하시는 거네요
[H] | 가전AS-수리교환 | 179. 수리비가 견적보다 올라갔어요 추가 불량이 발견됐대요 열면 열수록 나오는 게 매직박스네요
[H] | 가전AS-수리교환 | 180. 제품 회수하러 오신다면서 날짜가 일주일 뒤래요 고장난 거 보면서 일주일 명상하라는 거네요
[H] | 통신-기타 | 181. T맵이 최적 경로래서 따라갔는데 막히는 길로 안내했어요 최적의 기준이 통신사 기지국 경유인가요
[H] | 통신-기타 | 182. 키즈폰 요금제가 만원이래서 가입했는데 데이터 300메가래요 유튜브 한 편이면 끝나는 양이에요
[H] | 통신-기타 | 183. 통신사 포인트로 치킨 시키려는데 포인트가 1000점 부족해요 997점인데 3년 모았거든요
[H] | 통신-기타 | 184. 5G 전환 프로모션이래서 바꿨는데 속도 체감이 안 돼요 5G의 G가 기대의 G였나
[H] | 통신-기타 | 185. 매장 직원이 케이스 추천해주시는데 제일 비싼 거예요 좋은 건 역시 비싸죠 ㅋㅋ
[H] | 가전AS-TV | 186. 게이밍 TV라면서 입력 지연이 심해요 게임하면서 인내심도 기르라는 건가요
[H] | 가전AS-TV | 187. TV 소프트웨어 업데이트가 있다면서 안 하면 앱 못 쓴대요 강제 업데이트를 선택이라고 포장하시네요
[H] | 가전AS-냉장고 | 188. 냉장고 LED가 깜빡이는데 부품이 단종이래요 3년 된 냉장고인데 벌써 단종이라니 빠르시다
[H] | 가전AS-냉장고 | 189. 물 디스펜서에서 물이 안 나오는데 수압 문제래요 다른 수도는 다 잘 나오는데 냉장고만 수압이 약한 거 맞나요
[H] | 가전AS-세탁기 | 190. 세탁기 자가진단 앱이 있대서 깔았는데 폰 용량 2기가예요 세탁기 진단하려고 폰을 희생하라는 거네요
[H] | 가전AS-세탁기 | 191. 건조기 린트필터를 매번 청소하는데 분해 청소도 하래요 세탁보다 관리가 더 힘들어요 주객전도네
[H] | 가전AS-에어컨 | 192. 창문형 에어컨이 소음이 적대서 샀는데 옆집에서 항의 왔어요 적은 기준이 공사장 대비인가 봐요
[H] | 가전AS-에어컨 | 193. 에어컨 실외기 위치 변경이 30만원이래요 에어컨보다 비싼 이사비 감사합니다
[H] | 가전AS-소형가전 | 194. 로봇청소기가 충전 도크를 못 찾아요 집이 복잡해서래요 로봇이 길치면 어떡해요
[H] | 가전AS-소형가전 | 195. 스타일러 관리가 월 1회 물통 청소래요 옷 관리 기계를 제가 관리하는 이 아이러니
[H] | 가전AS-소형가전 | 196. 전기그릴 기름받이가 작아서 넘쳐요 디자인은 예쁜데 기능은 장식이네요
[H] | 가전AS-소형가전 | 197. 안마건이 강도 5단계인데 1이나 5나 체감이 같아요 5단계 표시는 마음의 위안인가요
[H] | 통신-콜센터 | 198. 상담 종료 후 만족도 문자가 오는데 불만족 누르면 뭐가 달라지나요 아무것도 안 달라지죠 ㅋㅋ
[H] | 가전AS-수리교환 | 199. AS센터가 평일 9-6이래요 직장인은 연차 쓰고 수리 맡기라는 건가요 연차가 AS 전용인가
[H] | 가전AS-수리교환 | 200. 리콜 대상인데 알림이 안 왔어요 홈페이지 확인하래요 제가 매일 리콜 게시판을 체크해야 하나요 일과에 추가하겠습니다
[H] | 공공-시청구청 | 1. 민원 처리가 2주면 빠른 거죠? 한 달 각오하고 왔는데 감사합니다
[H] | 공공-시청구청 | 2. 서류가 3개만 필요해요 근데 각각 다른 기관에서 떼야 해요 원스톱의 반대말이네요
[H] | 공공-시청구청 | 3. 담당자가 바뀔 때마다 처음부터 설명하는 재미가 있어요 반복 학습이에요
[H] | 공공-시청구청 | 4. 주민등록등본 발급하려는데 신분증이 필요하대요 제가 저인 걸 증명하러 왔는데 증명할 걸 가져오래요
[H] | 공공-시청구청 | 5. 민원 접수했더니 답변이 왔어요 복사붙여넣기인 게 함정이지만요
[H] | 공공-시청구청 | 6. 전입신고 온라인으로 된다면서요 결국 방문하래요 온라인의 끝이 오프라인이네요
[H] | 공공-시청구청 | 7. 구청 주차장이 무료래서 갔는데 만차예요 민원 보러 왔는데 주차 민원부터 넣어야 하나요
[H] | 공공-시청구청 | 8. 창구 번호표가 47번인데 지금 12번이에요 오늘 안에 되겠죠? ㅋㅋ
[H] | 공공-시청구청 | 9. 민원 처리 결과를 문자로 보내준대요 2주 뒤에요 그때면 이미 잊어버렸을 텐데 리마인더 감사합니다
[H] | 공공-시청구청 | 10. 공무원분이 점심시간이라 1시에 오래요 12시 50분에 왔는데 10분을 못 기다리시는 건가요
[H] | 공공-시청구청 | 11. 주차 단속이 1분 차이로 걸렸는데 이의 신청하려면 서류가 5개래요 1분의 대가가 크네요
[H] | 공공-시청구청 | 12. 도로 파손 신고했는데 "확인 후 조치하겠습니다" 3개월째 확인 중이시네요 신중하시다
[H] | 공공-시청구청 | 13. 여권 갱신하러 왔는데 사진이 규격에 안 맞대요 3.5x4.5인데 3.4x4.5래요 0.1mm의 차이를 잡아내시는 눈이 대단
[H] | 공공-시청구청 | 14. 민원24에서 신청했는데 처리가 안 돼서 전화했더니 방문하래요 앱이 장식이었네요
[H] | 공공-시청구청 | 15. 인감증명서가 급한데 담당자가 교육 중이래요 교육이 시민보다 우선인 거군요
[H] | 공공-시청구청 | 16. 건축 허가 문의했는데 담당 부서가 4개래요 4곳 다 돌아야 하나요 구청 투어 코스인가요
[H] | 공공-시청구청 | 17. 재산세 이의 신청했더니 기각됐어요 사유가 "적법하게 부과됨"이래요 구체적이시네요
[H] | 공공-시청구청 | 18. 구청 홈페이지에서 서식 다운받으려는데 한글파일만 돼요 한글 프로그램 없으면 서식도 못 받는 거네요
[H] | 공공-시청구청 | 19. 전화 문의했더니 홈페이지 확인하래요 홈페이지 봐도 모르겠어서 전화한 건데 무한루프네요
[H] | 공공-시청구청 | 20. 쓰레기 불법 투기 신고했는데 관할이 아니래요 아 여기서 3미터 옆이면 다른 구청이에요?
[H] | 공공-시청구청 | 21. 민원 답변이 왔는데 제 질문이랑 관련 없는 답변이에요 다른 민원이랑 바뀐 건 아니죠?
[H] | 공공-시청구청 | 22. 구청에 CCTV 설치 요청했더니 예산이 없대요 다음 연도에 검토한대요 그때까지 안전은 셀프인 거죠
[H] | 공공-시청구청 | 23. 차량 등록 변경하러 왔는데 오늘 접수 마감이래요 3시까지래요 지금 2시 50분인데 10분 전에 마감이라니
[H] | 공공-시청구청 | 24. 소음 민원 넣었더니 측정하러 온대요 한 달 뒤에요 한 달 뒤에도 시끄러우면 다행인 건가요
[H] | 공공-시청구청 | 25. 지방세 환급 신청했는데 2개월 걸린대요 거둘 때는 즉시인데 돌려줄 때는 2개월이에요 비대칭의 미학
[H] | 공공-시청구청 | 26. 민원실에 의자가 5개인데 대기자가 30명이에요 서서 기다리는 것도 시민의 의무인가요
[H] | 공공-시청구청 | 27. 건물 명의 변경하러 왔는데 서류가 12개래요 이사보다 명의 변경이 더 힘드네요
